,tweet,sarcastic
2135,entering my third year of consistent yoga practice i’m physically and mentally stronger than i’ve ever been i am a more grounded better version of myself when i practice and i’m so grateful to my studio community and to myself for sticking with it ,0
2136,so like does anyone even remember what happened in september,0
2137,i have saved so much money by not eating out during this pandemic that i might have to buy random things just to keep my account balance humbled,0
2138,how old were u when u found out omaha steaks wasnt a restaurant,0
2139,so relieved my daughters school has closed next week i was so torn on what to do,0
2140,always here if anyone needs to talk during this time if you need someone to listen please message me x,0
2141,watching vivo at 430 for first time my 6 year old already knows the soundtrack as she loves i am pretty impressed,0
2142,saw in hampstead today what a fine young specimen of a man my lord handsome ,0
2143,my god he’s even a hopeless kisser  matthanock,0
2144,wishing you all the luck today  we are all rooting for you for change and for your freedom all the love  freebritney,0
2145,ah yes after a decent birthday it is now time to stress out about money again,0
2146,art is annoying to get good at,0
2147,man savathuns design is so fuckin creepy i love her,0
2148,there’s something about a pretty sky that improves my mood x100,0
2149,hangovers are inhumane,0
2150,perk of being ill is having my dad treat me like the queen for the week,0
2151,i kinda dig new album,0
2152,big ster goheels,0
2153,i hope the knicks make a run to the finals this atmosphere is so fun to watch,0
2154,pitch looks flat as a pancake so india might as well make hay i don’t fancy england batting last though i wonder if kohli regrets not selecting ashwin now engvind indvsend bbccricket cricket,0
2155,well that was humiliating for india no clouds and yet anderson still delivers i expect india to come back hard cricket indveng engvsind 3rdtest bbccricket,0
2156,i don’t think i’ve seen root look so ‘ungetoutable’ must be driving india nuts i’ve done it now cricket bbccricket engvind indveng,0
2157,the end of of s3e2 money heist makes me v happy,0
2158,some guy is whistling better by khalid and it sounds so good but i dont wanna say anything cos hes a grown ass dude,0
2159,greenwood best youngster in the league btw,0
2160,woah this anime recommendation i am identifying with way too hard tbh because it is pretty spot on it is also so dark i should probably not even mention the name owo,0
2161,just got off the phone with the human trafficking network again the woman on the phone was super nice and loved my usual one liner antics ,0
2162,there is truly nothing like my shitty mother and half sibling doing a wellness check on me and even the local police automatically siding with me when i explained the situation and my relationship with the two of them you two can go fuck yourselves,0
2163,just letting everyone know that iceland deserved to win,0
2164,i am so happy about jenna and julien getting engaged,0
2165,seonghwa is still one of the most gorgeous men ive ever seen,0
2166,i just saw the loveliest cat on the way home ,0
2167,first vaccine done eeeeeeeeek,0
2168,happy cinema reopening day remember to support independent cinemas lt3,0
2169,my tattoo got cancelled and i hooked up with my ex how’s your week going,0
2170,just ordered vegan pizza and garlic bread from a place i’ve never been to before i’m excited,0
2171,when i feel like shit i like to go on wish add a load of crap to my basket and then delete the app without buying any of it satisfies my need for shopping but doesn’t contribute to fast fashion,0
2172,in ​bostroms words,0
2173,i am not sure why they shot him it would help if we could see both sides of what happened,0
2174,we are all connected,0
2175,i try to not get political here but i am going the hell off now if you think being told hey get a vaccine or get a test is a problem get covid and die i am done playing nice anymore with you uneducated morons my freedom to live my life is impacted by your freedumz,0
2176,the way the orioles have bene playing since the end of the losing streak gives me hope for next year reminds me of the end of 2011 where they were giving teams hell down the stretch,0
